   X      Y      Z   
1:     -142.06464 -802.435725 668.515925
290:     -141.5373175 -814.8202249999999 668.5957625
291:     -141.2580775 -814.8193624999999 668.5669250000001
292:     -140.96127125 -814.8046375000001 668.5367625000001
293:     -140.65510749999999 -814.7749250000002 668.501375
294:     -140.34009250000003 -814.7276250000001 668.4529625000001
295:     -140.01736375 -814.6617875000001 668.396725
296:     -139.68429125000003 -814.5728625 668.337675
297:     -139.34283875 -814.4590250000001 668.2892499999999
298:     -138.99255875000003 -814.3235125000001 668.25165
299:     -138.6335725 -814.1635874999998 668.2228625
300:     -138.27059749999998 -813.9831125 668.1925625
301:     -137.90794125 -813.7815125000001 668.15565
302:     -137.54572 -813.543775 668.1175875
303:     -137.18092000000001 -813.2949125 668.077125
304:     -136.81339625 -813.02695 668.0509125000001
305:     -136.44376125 -812.7338750000001 668.0336875
306:     -136.07744499999998 -812.4096750000001 668.0227625
307:     -135.71823875 -812.0674750000001 668.0044250000001
308:     -135.37152625000002 -811.7179125000001 667.9713499999999
309:     -135.03887 -811.3468 667.9360250000001
310:     -134.71160125000003 -810.9512875000001 667.9041000000001
311:     -134.38883625 -810.5517625000001 667.8778625
312:     -134.07146875 -810.1599625 667.8542750000001
313:     -133.762875 -809.7589 667.8289125
314:     -133.46504 -809.3611125 667.7920625
315:     -133.1806975 -808.9766124999999 667.7453750000001
316:     -132.90540124999998 -808.6158875 667.69375
317:     -132.63644375 -808.270175 667.6455125
318:     -132.37314625000002 -807.9254125 667.608625
319:     -132.118855 -807.5921625000001 667.5746875
320:     -131.88292875000002 -807.284625 667.5419250000001
321:     -131.66753875 -806.9893125000001 667.510325
322:     -131.473035 -806.722375 667.4770000000001
323:     -131.29471 -806.4746 667.4493375000001
324:     -131.14184125 -806.2628249999999 667.4272625
325:     -130.99715875 -806.0607875000001 667.4211375000001
326:     -130.8717 -805.8845625 667.4259000000001
327:     -130.76965625000003 -805.7386375 667.4325
328:     -130.68494625 -805.6038249999999 667.4421499999999
329:     -130.61862375 -805.4998875000001 667.4502625
330:     -130.56982625 -805.4269625000002 667.45965
331:     -130.53109 -805.3667625 667.475125
332:     -130.5004725 -805.3110750000001 667.4987500000001
333:     -130.47922875 -805.2537000000001 667.5293375
334:     -130.4637975 -805.2016250000001 667.55875
335:     -130.47081500000002 -805.1662375000001 667.5763625000001
336:     -130.48843000000002 -805.1272000000001 667.5900625000002
337:     -130.509015 -805.078125 667.6081375
338:     -130.53699375000002 -805.0384625000002 667.6297625
339:     -130.561735 -804.980275 667.660575
340:     -130.5914975 -804.917875 667.6932875
341:     -130.6266125 -804.8495875 667.7228124999999
342:     -130.66943 -804.7760625 667.7449750000001
343:     -130.72106125000002 -804.7111625 667.7579125000001
344:     -130.77033625 -804.6347375 667.7746874999999
345:     -130.81678625 -804.5603000000001 667.8000250000001
346:     -130.8592325 -804.490475 667.8312250000001
347:     -130.90298125 -804.4323499999999 667.8624000000001
348:     -130.95091875 -804.3884499999999 667.8880250000002
349:     -131.0114 -804.3775750000001 667.9026875
350:     -131.07653625 -804.3640624999999 667.9153875000001
351:     -131.14812375000002 -804.3679375 667.9317374999999
352:     -131.22278625 -804.3798125000001 667.9578625
353:     -131.30394375 -804.3935000000001 667.9955
354:     -131.39736625 -804.3996750000001 668.0367875
355:     -131.50509625 -804.3940375 668.0714500000001
356:     -131.62968750000002 -804.3686875 668.096125
357:     -131.76454375 -804.317525 668.1139499999999
358:     -131.90663750000002 -804.2385000000002 668.133675
359:     -132.05082000000002 -804.1315875 668.15715
360:     -132.19109500000002 -803.9961750000001 668.1859375000001
361:     -132.3320775 -803.8483625 668.2114625
362:     -132.47805625 -803.7114 668.223525
363:     -132.620655 -803.564075 668.2263375000001
364:     -132.7620625 -803.4245625000001 668.2227875
365:     -132.89830125000003 -803.2958125 668.2212375
366:     -133.0330275 -803.1960750000001 668.2193249999999
367:     -133.167075 -803.1080750000002 668.219625
368:     -133.30073125 -803.027525 668.21535
369:     -133.4387125 -802.9476125 668.2044125
370:     -133.5836825 -802.8752125000001 668.1810875000001
371:     -133.7286575 -802.7861 668.1515875000001
372:     -133.86276625000002 -802.6504000000001 668.1292375
373:     -133.99579 -802.5023125000001 668.1070500000001
374:     -134.11852875000002 -802.31665 668.0865875
375:     -134.22821375 -802.0816875 668.0654125
376:     -134.333065 -801.799125 668.039625
377:     -134.43179625000002 -801.4916375000001 668.0054125000001
378:     -134.51865125000003 -801.160875 667.9660000000001
379:     -134.59956625 -800.8257875000002 667.9255625000001
380:     -134.67536875 -800.4989 667.8902875000001
381:     -134.753665 -800.202825 667.8541375
382:     -134.841375 -799.949875 667.8081375000002
383:     -134.93657875 -799.7411749999999 667.75105
384:     -135.04203625 -799.5921125 667.68185
385:     -135.16202375 -799.5210125000001 667.6050749999999
386:     -135.28144625000002 -799.5195249999999 667.5351625
387:     -135.40263375 -799.58375 667.473025
388:     -135.53412500000002 -799.7072875 667.4173499999999
389:     -135.67202 -799.8940500000001 667.3616374999999
390:     -135.81662125 -800.1245125 667.301425
391:     -135.96106625 -800.3775375 667.238325
392:     -136.10165125 -800.6436124999999 667.1799875
393:     -136.2308175 -800.9230500000001 667.1350749999999
394:     -136.34443249999998 -801.2149250000001 667.1065375
395:     -136.4435425 -801.5163 667.0888500000001
396:     -136.53125 -801.8341375 667.0731000000001
397:     -136.60755625000002 -802.1595375 667.0561375
398:     -136.66703125 -802.5060749999999 667.036975
399:     -136.70347 -802.8504375 667.0208375000001
400:     -136.71302125000003 -803.1943750000002 667.0116625
401:     -136.70024500000002 -803.5565000000001 667.0105875
402:     -136.67086125 -803.9344500000002 667.0121875
403:     -136.6322975 -804.3373750000001 667.0013625
404:     -136.5777625 -804.7320750000001 666.98085
405:     -136.51110375000002 -805.1213250000001 666.9499250000001
406:     -136.4277375 -805.4874875 666.9121375000001
407:     -136.32822125 -805.8299000000001 666.872875
408:     -136.21139625 -806.1247125000001 666.8372625000001
409:     -136.07991875000002 -806.3958124999999 666.7980875000001
410:     -135.9345975 -806.6290375 666.75315
411:     -135.771935 -806.8142375000002 666.7047249999999
412:     -135.58784375000002 -806.9607999999998 666.6556250000001
413:     -135.37147875 -807.05525 666.6186250000001
414:     -135.141285 -807.1140125000002 666.5865125
415:     -134.88495625000002 -807.1226750000001 666.5672500000001
416:     -134.60717875000003 -807.087475 666.547575
417:     -134.31354249999998 -807.0125750000001 666.5193875
418:     -134.00637 -806.8976500000001 666.4791875000001
419:     -133.68595000000002 -806.72005 666.4356
420:     -133.34999750000003 -806.5109375000001 666.3840124999999
421:     -132.99867125 -806.2309500000001 666.3301875000002
422:     -132.63835874999998 -805.8813125 666.2697375
423:     -132.275405 -805.434825 666.1942625
424:     -131.90769000000003 -804.886675 666.0994750000001
425:     -131.54430000000002 -804.2126375 665.9834125000001
426:     -131.188945 -803.3803125 665.866725
427:     -130.83442 -802.3751750000001 665.7456500000001
428:     -130.48163125000002 -801.2033375 665.621575
429:     -130.12657374999998 -799.8428875000001 665.496775
430:     -129.7817 -798.2706000000001 665.3764125
431:     -129.45110250000002 -796.5183625000001 665.2471
432:     -129.1268225 -794.5831625000001 665.1144750000001
433:     -128.81055500000002 -792.4870249999999 664.9887625000001
434:     -128.49552250000002 -790.250825 664.8823625000001
435:     -128.17005375000002 -787.9050875000001 664.7940250000001
436:     -127.82614375000001 -785.4936 664.7151875
437:     -127.46034750000001 -783.0512375000001 664.6594
438:     -127.06608000000001 -780.616625 664.6179875
439:     -126.64483000000001 -778.2335375000001 664.5880000000001
440:     -126.18351375000002 -775.9110375 664.573925
441:     -125.669065 -773.6726375000001 664.5893125
442:     -125.09487375 -771.5070875000001 664.6364000000001
443:     -124.44900874999999 -769.4351 664.7135125000001
444:     -123.73241125 -767.4361624999999 664.8217125
445:     -122.96670125 -765.5003375000001 664.9647
446:     -122.16678375000001 -763.61025 665.1508749999999
447:     -121.35131375000002 -761.74975 665.3778
448:     -120.5026325 -759.8519125000001 665.6479750000001
449:     -119.64939625 -757.9180125 665.971325
450:     -118.81555625000003 -755.9515125 666.3490375
451:     -118.02527125 -753.9275375000001 666.7696125000001
452:     -117.298645 -751.8520500000002 667.226525
453:     -116.65216875000002 -749.6883625000002 667.7272375
454:     -116.09745375 -747.4508125 668.2659875000002
455:     -115.62475875000001 -745.14095 668.8449625
456:     -115.22387875000001 -742.73965 669.4642
457:     -114.88793625 -740.2489750000001 670.1248125
458:     -114.65378125000001 -737.7098249999999 670.83455
459:     -114.49679 -735.0714500000001 671.5878375
460:     -114.4079925 -732.35035 672.3853750000001
461:     -114.37977624999999 -729.5404625 673.2391375000001
462:     -114.40285500000003 -726.6439250000001 674.150525
463:     -114.47711875000002 -723.6711625 675.1092875
464:     -114.58096875000001 -720.5940750000002 676.097225
465:     -114.74002750000001 -717.4630375 677.1175375
466:     -114.93320000000001 -714.2638374999999 678.1520875
467:     -115.174565 -711.01775 679.1956500000001
468:     -115.44029249999998 -707.7146250000001 680.2484375000001
469:     -115.73106875 -704.3870125000001 681.30325
470:     -116.03872500000001 -701.034875 682.34595
471:     -116.34403500000002 -697.6405875 683.3651000000001
472:     -116.6374225 -694.1952875000001 684.3458875000001
473:     -116.92633 -690.7358375000001 685.2862875
474:     -117.21740375 -687.29915 686.2005125000001
475:     -117.48091125 -683.8479000000001 687.0722000000001
476:     -117.73298500000001 -680.431875 687.9111375
477:     -117.95111375000002 -677.024075 688.71325
478:     -118.14155625000001 -673.6356499999999 689.4709125
479:     -118.29948625 -670.26475 690.1787
480:     -118.41959750000001 -666.896625 690.8365000000001
481:     -118.4967 -663.6005375000001 691.4613000000002
482:     -118.55809625 -660.3371 692.0339875000001
483:     -118.56872875000002 -657.132125 692.5730000000001
484:     -118.5530275 -653.93435 693.0457625000001
485:     -118.50026375 -650.76465 693.4578375000001
486:     -118.41208750000001 -647.6403875 693.8130875
487:     -118.30603875000001 -644.5274875 694.0947125000001
488:     -118.16378125 -641.432075 694.3040375
489:     -117.97867375000001 -638.410675 694.4785625
490:     -117.75171875 -635.45365 694.6221625000002
491:     -117.5169725 -632.4532624999999 694.6868125
492:     -117.25158375000001 -629.4461375000001 694.7049999999999
493:     -116.99550125 -626.3831375000001 694.6454500000001
494:     -116.72752 -623.3258750000001 694.5566375000001
495:     -116.45592375 -620.2831250000002 694.4497625000001
496:     -116.18391125 -617.2161125 694.3237750000001
497:     -115.89249125 -614.1635875000001 694.1954125
498:     -115.601795 -611.113325 694.0803125
499:     -115.32899875 -608.004325 693.9255874999999
500:     -115.0748025 -604.8373 693.7321625
501:     -114.8092775 -601.71115 693.55285
502:     -114.54339500000003 -598.6307750000001 693.375175
503:     -114.26193375000003 -595.5842625 693.2008125
504:     -113.96176375000002 -592.5611 693.0098625
505:     -113.65029375 -589.5275125000001 692.7736500000001
506:     -113.31905375 -586.5087 692.4809875000001
507:     -112.97469750000002 -583.5011375 692.1196375
508:     -112.61726625 -580.5340375000001 691.6634750000001
509:     -112.20875749999999 -577.591075 691.121375
510:     -111.75154375 -574.7087625 690.4870875000001
511:     -111.28686375 -571.9401875 689.7496875
512:     -110.79566000000001 -569.232025 688.8969625000001
513:     -110.2831425 -566.638625 687.9440125
514:     -109.75552250000001 -564.1801 686.8940875
515:     -109.195675 -561.8357874999999 685.7370125
516:     -108.64791375 -559.6537250000001 684.5287374999999
517:     -108.08176875000001 -557.5897875 683.2639625
518:     -107.50587125 -555.6287875 681.950625
519:     -106.95143 -553.78955 680.6041124999999
520:     -106.43270749999999 -552.0552625 679.2402875000001
521:     -105.96370500000002 -550.3727125 677.8867875
522:     -105.55642750000003 -548.7377125 676.5798125
523:     -105.22125000000001 -547.0707500000001 675.3548625
524:     -104.95358625 -545.3327750000001 674.241575
525:     -104.75750875 -543.48895 673.2755625
526:     -104.59426375000001 -541.4668875 672.41115
527:     -104.49354875000002 -539.3162249999999 671.6657125
528:     -104.45194375000001 -537.0481 671.0365375000001
529:     -104.48775625000002 -534.7283125 670.5199500000001
530:     -104.59878625 -532.3951500000001 670.1038125000001
531:     -104.75002250000001 -530.0136875 669.7538625000002
532:     -104.936925 -527.68935 669.4559250000001
533:     -105.16448750000002 -525.472 669.1797999999999
534:     -105.40609375000001 -523.3804375000001 668.8984
535:     -105.69217250000003 -521.4989875 668.607075
536:     -106.03076250000001 -519.9164625000001 668.323425
537:     -106.39591500000002 -518.5591875 668.0389250000001
538:     -106.79674875 -517.527825 667.7827125000001
539:     -107.23471875 -516.7545125 667.5253750000002
540:     -107.66568625 -516.1722000000001 667.2950125000002
541:     -108.08541000000001 -515.7964250000001 667.09385
542:     -108.50366625 -515.6117625 666.9223000000001
543:     -108.89585125 -515.6132625 666.7783750000001
544:     -109.29755125 -515.8086250000001 666.65905
545:     -109.70278750000001 -516.1839375000001 666.5607125000001
546:     -110.08974625 -516.6617250000002 666.4661000000001
547:     -110.47169375000001 -517.31095 666.3882624999999
548:     -110.84860875000001 -518.0211375000001 666.3064250000001
549:     -111.20251375000001 -518.8104000000001 666.2607125000001
550:     -111.53411875 -519.6820624999999 666.219775
551:     -111.867365 -520.6504875 666.18995
552:     -112.17415375 -521.6886625000001 666.174475
553:     -112.46060125 -522.7867625 666.1589875000001
554:     -112.7152075 -523.9288375000001 666.1449749999999
555:     -112.92126375 -525.1026125 666.1314500000001
556:     -113.09248125 -526.3039125 666.1169
557:     -113.2351625 -527.5320750000001 666.104625
